"특성별","경험및변화별","품목군별","항목","단위","2019 년","2020 년","2021 년","2022 년",
"5인 이상","매우 증가","페놀류","비율","%","0","1.6","","",
"5인 이상","매우 증가","당 및 탄수화물","비율","%","0","0","","",
"5인 이상","매우 증가","발효미생물류","비율","%","0","0","","",
"5인 이상","평균","비타민 및 무기질","비율","점","3.13","3.37","","",
"5인 이상","평균","식이섬유","비율","점","2.47","2.93","","",
"5인 이상","평균","아미노산 및 단백질","비율","점","3.13","3.24","","",
"5인 이상","평균","필수지방산","비율","점","2.89","3.18","","",
"5인 이상","평균","클로렐라/엽록소","비율","점","2.39","3.16","","",
"5인 이상","평균","인삼류","비율","점","2.47","3.1","","",
"5인 이상","평균","페놀류","비율","점","2.88","2.97","","",
"5인 이상","평균","당 및 탄수화물","비율","점","1.94","2.96","","",
"5인 이상","평균","발효미생물류","비율","점","2.94","3.5","","",
"남성","구입없음","비타민 및 무기질","비율","","25.8","21","22.1","29.3",
"남성","구입없음","식이섬유","비율","","57.4","54.5","58.2","66.2",
"남성","구입없음","아미노산 및 단백질","비율","","61.7","59.4","53.2","64.6",
"남성","구입없음","필수지방산","비율","","45.6","43.9","","",
"남성","구입없음","지방산","비율","","","","37.5","45.3",
"남성","구입없음","클로렐라/엽록소","비율","","62.6","64.6","","",
"남성","구입없음","엽록소","비율","","","","63.2","69.9",
"남성","구입없음","인삼류","비율","","39.4","38.1","38.2","41",
"남성","구입없음","페놀류","비율","","65.9","65.9","62.6","68.6",
"남성","구입없음","당 및 탄수화물","비율","","63.3","62.8","60.7","65.3",
"남성","구입없음","발효미생물류","비율","","38.5","31.8","29.1","38",
"남성","구입없음","신규기능성식품","비율","","","","46.1","49.6",
"남성","구입있음","비타민 및 무기질","비율","","74.2","79","77.9","70.7",
"남성","구입있음","식이섬유","비율","","42.6","45.5","41.8","33.8",
"남성","구입있음","아미노산 및 단백질","비율","","38.3","40.6","46.8","35.4",
"남성","구입있음","필수지방산","비율","","54.4","56.1","","",
"남성","구입있음","지방산","비율","","","","62.5","54.7",
"남성","구입있음","클로렐라/엽록소","비율","","37.4","35.4","","",
"남성","구입있음","엽록소","비율","","","","36.8","30.1",
"남성","구입있음","인삼류","비율","","60.6","61.9","61.8","59",
"남성","구입있음","페놀류","비율","","34.1","34.1","37.4","31.4",
"남성","구입있음","당 및 탄수화물","비율","","36.7","37.2","39.3","34.7",
"남성","구입있음","발효미생물류","비율","","61.5","68.2","70.9","62",
"남성","구입있음","신규기능성식품","비율","","","","53.9","50.4",
"남성","매우 감소","비타민 및 무기질","비율","%","2.6","1.8","2.8","1",
"남성","매우 감소","식이섬유","비율","%","5.1","2.8","6.6","6.9",
"남성","매우 감소","아미노산 및 단백질","비율","%","4.6","3.4","5.7","6.2",
"남성","매우 감소","필수지방산","비율","%","2.2","2.4","","",
"남성","매우 감소","지방산","비율","%","","","1.6","2.2",
"남성","매우 감소","클로렐라/엽록소","비율","%","7.2","6.7","","",
"남성","매우 감소","엽록소","비율","%","","","8.4","8",
"남성","매우 감소","인삼류","비율","%","4.8","4.1","4.2","4.6",
"남성","매우 감소","페놀류","비율","%","4.1","4.3","9.2","6.5",
"남성","매우 감소","당 및 탄수화물","비율","%","5.8","7.8","7.4","6.1",
"남성","매우 감소","발효미생물류","비율","%","2.7","2.7","1.8","2",
"남성","매우 감소","신규기능성식품","비율","%","","","3.3","3.8",
"남성","약간 감소","비타민 및 무기질","비율","%","5.1","3.8","8.5","5.1",
"남성","약간 감소","식이섬유","비율","%","24.1","16.7","17","16.5",
"남성","약간 감소","아미노산 및 단백질","비율","%","15.1","16.9","14.9","17.6",
"남성","약간 감소","필수지방산","비율","%","12","9.9","","",
"남성","약간 감소","지방산","비율","%","","","10.4","9.9",
"남성","약간 감소","클로렐라/엽록소","비율","%","19.9","13.4","","",
"남성","약간 감소","엽록소","비율","%","","","19.3","19.7",
"남성","약간 감소","인삼류","비율","%","13.5","12.7","14.1","12.2",
"남성","약간 감소","페놀류","비율","%","23.2","12.9","19.3","17.6",
"남성","약간 감소","당 및 탄수화물","비율","%","20.8","14.4","17.3","14.3",
"남성","약간 감소","발효미생물류","비율","%","9.5","8.4","7.3","8.4",
"남성","약간 감소","신규기능성식품","비율","%","","","9","10.3",
"남성","비슷","비타민 및 무기질","비율","%","71.3","59","69","77",
"남성","비슷","식이섬유","비율","%","54.1","65.5","53.7","64.3",
"남성","비슷","아미노산 및 단백질","비율","%","65.7","60.2","58","62.8",
"남성","비슷","필수지방산","비율","%","65.9","59.7","","",
"남성","비슷","지방산","비율","%","","","60","68.7",
"남성","비슷","클로렐라/엽록소","비율","%","61","65.8","","",
"남성","비슷","엽록소","비율","%","","","61","62.7",
"남성","비슷","인삼류","비율","%","60.9","58.6","57.6","62",
"남성","비슷","페놀류","비율","%","62.9","69","57.3","66.4",
"남성","비슷","당 및 탄수화물","비율","%","63.9","67.5","60.3","67.2",
"남성","비슷","발효미생물류","비율","%","64.2","59.5","52.8","66.5",
"남성","비슷","신규기능성식품","비율","%","","","60.5","68.1",
"남성","약간 증가","비타민 및 무기질","비율","%","20.7","34.5","19.3","16.4",
"남성","약간 증가","식이섬유","비율","%","16.2","13.7","22.3","11.8",
"남성","약간 증가","아미노산 및 단백질","비율","%","13.9","18.3","20.4","12.5",
"남성","약간 증가","필수지방산","비율","%","19.2","27.1","","",
"남성","약간 증가","지방산","비율","%","","","27","18.7",
"남성","약간 증가","클로렐라/엽록소","비율","%","11.5","14","","",
"남성","약간 증가","엽록소","비율","%","","","10.9","8.8",
"남성","약간 증가","인삼류","비율","%","20.6","23.6","23.1","19",
"남성","약간 증가","페놀류","비율","%","9.8","13.3","13.2","8.9",
"남성","약간 증가","당 및 탄수화물","비율","%","9.4","9.2","13.9","12.1",
"남성","약간 증가","발효미생물류","비율","%","22.3","28.2","36.7","21.5",
"남성","약간 증가","신규기능성식품","비율","%","","","26.2","17",
"남성","매우 증가","비타민 및 무기질","비율","%",".3",".9",".5",".6",
"남성","매우 증가","식이섬유","비율","%",".5","1.3",".3",".5",
"남성","매우 증가","아미노산 및 단백질","비율","%",".7","1.1",".9",".9",
"남성","매우 증가","필수지방산","비율","%",".6",".9","","",
"남성","매우 증가","지방산","비율","%","","",".9",".4",
"남성","매우 증가","클로렐라/엽록소","비율","%",".4","0","","",
"남성","매우 증가","엽록소","비율","%","","",".4",".8",
"남성","매우 증가","인삼류","비율","%",".2","1","1","2.2",
"남성","매우 증가","페놀류","비율","%","0",".4","1",".7",
"남성","매우 증가","당 및 탄수화물","비율","%","0","1","1.1",".3",
"남성","매우 증가","발효미생물류","비율","%","1.3","1.2","1.4","1.6",
"남성","매우 증가","신규기능성식품","비율","%","","","1",".7",
"남성","평균","비타민 및 무기질","비율","점","3.11","3.29","3.06","3.11",
"남성","평균","식이섬유","비율","점","2.83","2.94","2.93","2.82",
"남성","평균","아미노산 및 단백질","비율","점","2.91","2.97","2.96","2.84",
"남성","평균","필수지방산","비율","점","3.04","3.14","","",
"남성","평균","지방산","비율","점","","","3.15","3.05",
"남성","평균","클로렐라/엽록소","비율","점","2.78","2.87","","",
"남성","평균","엽록소","비율","점","","","2.76","2.75",
"남성","평균","인삼류","비율","점","2.98","3.05","3.02","3.02",
"남성","평균","페놀류","비율","점","2.79","2.93","2.78","2.8",
"남성","평균","당 및 탄수화물","비율","점","2.77","2.81","2.84","2.86",
"남성","평균","발효미생물류","비율","점","3.1","3.17","3.29","3.12",
"남성","평균","신규기능성식품","비율","점","","","3.13","3",
"여성","구입없음","비타민 및 무기질","비율","","24","21.3","25.2","28.1",
"여성","구입없음","식이섬유","비율","","47.7","59.6","67.3","57.8",
"여성","구입없음","아미노산 및 단백질","비율","","57.2","64.7","65.3","61.2",
"여성","구입없음","필수지방산","비율","","46.5","54.8","","",
"여성","구입없음","지방산","비율","","","","48.1","39.5",
"여성","구입없음","클로렐라/엽록소","비율","","58.3","69.8","","",
"여성","구입없음","엽록소","비율","","","","74.1","62.2",
"여성","구입없음","인삼류","비율","","43.3","56.1","51.9","41.3",
"여성","구입없음","페놀류","비율","","60.8","69.8","71.8","62.5",
"여성","구입없음","당 및 탄수화물","비율","","61.4","68.6","69.5","62.8",
"여성","구입없음","발효미생물류","비율","","32.3","27.7","31.5","29.2",
"여성","구입없음","신규기능성식품","비율","","","","49.6","44.7",
"여성","구입있음","비타민 및 무기질","비율","","76","78.7","74.8","71.9",
"여성","구입있음","식이섬유","비율","","52.3","40.4","32.7","42.2",
"여성","구입있음","아미노산 및 단백질","비율","","42.8","35.3","34.7","38.8",
"여성","구입있음","필수지방산","비율","","53.5","45.2","","",
"여성","구입있음","지방산","비율","","","","51.9","60.5",
"여성","구입있음","클로렐라/엽록소","비율","","41.7","30.2","","",
"여성","구입있음","엽록소","비율","","","","25.9","37.8",
"여성","구입있음","인삼류","비율","","56.7","43.9","48.1","58.7",
"여성","구입있음","페놀류","비율","","39.2","30.2","28.2","37.5",
"여성","구입있음","당 및 탄수화물","비율","","38.6","31.4","30.5","37.2",
"여성","구입있음","발효미생물류","비율","","67.7","72.3","68.5","70.8",
"여성","구입있음","신규기능성식품","비율","","","","50.4","55.3",
"여성","매우 감소","비타민 및 무기질","비율","%","2.3","1.6","2.5",".8",
"여성","매우 감소","식이섬유","비율","%","4.5","2.7","5.1","10.8",
"여성","매우 감소","아미노산 및 단백질","비율","%","3.9","3","4.7","14.2",
"여성","매우 감소","필수지방산","비율","%","3.2","2.6","","",
"여성","매우 감소","지방산","비율","%","","","2.3","1",
"여성","매우 감소","클로렐라/엽록소","비율","%","4.4","5.1","","",
"여성","매우 감소","엽록소","비율","%","","","4.4","9.9",
"여성","매우 감소","인삼류","비율","%","4.7","8.4","4","4.4",
"여성","매우 감소","페놀류","비율","%","5.9","5.5","11.7","13.2",
"여성","매우 감소","당 및 탄수화물","비율","%","5.2","7.5","8.2","7.9",
"여성","매우 감소","발효미생물류","비율","%","3.3","2.5","1.6","1.9",
"여성","매우 감소","신규기능성식품","비율","%","","","4.1","4.4",
"여성","약간 감소","비타민 및 무기질","비율","%","4.2","4.1","6","3.7",
"여성","약간 감소","식이섬유","비율","%","13.5","18.5","15.4","13.2",
"여성","약간 감소","아미노산 및 단백질","비율","%","19.2","15.9","14.4","19.1",
"여성","약간 감소","필수지방산","비율","%","14.6","9.8","","",
"여성","약간 감소","지방산","비율","%","","","11.5","10.5",
"여성","약간 감소","클로렐라/엽록소","비율","%","16.8","10.2","","",
"여성","약간 감소","엽록소","비율","%","","","22.4","20",
"여성","약간 감소","인삼류","비율","%","15.8","17","19","13",
"여성","약간 감소","페놀류","비율","%","23.4","12","20.4","17.3",
"여성","약간 감소","당 및 탄수화물","비율","%","24.3","14.4","20.8","21.3",
"여성","약간 감소","발효미생물류","비율","%","11.9","8.6","8.1","7.1",
"여성","약간 감소","신규기능성식품","비율","%","","","14.9","15.3",
"여성","비슷","비타민 및 무기질","비율","%","75.9","62.4","70.3","75.9",
"여성","비슷","식이섬유","비율","%","63.4","59.5","59.4","62.6",
"여성","비슷","아미노산 및 단백질","비율","%","64.5","61.7","65.1","58.9",
"여성","비슷","필수지방산","비율","%","60","60.3","","",
"여성","비슷","지방산","비율","%","","","58.9","66.9",
"여성","비슷","클로렐라/엽록소","비율","%","72.6","72.5","","",
"여성","비슷","엽록소","비율","%","","","60.5","65.3",
"여성","비슷","인삼류","비율","%","59.1","54.3","57.1","60.5",
"여성","비슷","페놀류","비율","%","61.6","67.4","60.4","65.3",
"여성","비슷","당 및 탄수화물","비율","%","67.8","62.3","62.7","63.4",
"여성","비슷","발효미생물류","비율","%","66.8","64.3","53.6","69.7",
"여성","비슷","신규기능성식품","비율","%","","","56","62.4",
"여성","약간 증가","비타민 및 무기질","비율","%","17.5","30.2","20.2","19.7",
"여성","약간 증가","식이섬유","비율","%","18.6","19.2","20.1","13.3",
"여성","약간 증가","아미노산 및 단백질","비율","%","11.8","17.8","15.7","7.8",
"여성","약간 증가","필수지방산","비율","%","22","26","","",
